laptop_timestamp,sniffer_id,esp_timestamp_us,rssi,csi_array,label
2026-04-26 15:01:14.423,1,12970225534,-69,0 0 11 3 13 4 13 4 14 3 14 3 14 1 12 -2 12 -4 11 -6 11 -7 11 -9 10 -10 9 -11 8 -11 6 -10 4 -10 2 -10 -1 -10 -4 -11 -7 -11 -7 -13 -8 -15 -7 -15 -6 -17 -5 -17 -4 -16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 -11 -7 -12 -5 -11 -3 -10 -1 -8 0 -7 0 -4 0 0 -1 3 -3 6 -5 8 -6 11 -7 13 -10 16 -12 18 -14 18 -16 18 -17 18 -17 16 -17 13 -15 11 -12 9 -9 7 -4 5 -1 4 4 3,half room moving
2026-04-26 15:01:14.423,3,12159839334,-53,0 0 0 0 0 0 0 0 0 0 0 0 9 -1 8 -1 7 -1 5 -1 2 -1 -1 -1 -4 -1 -7 -1 -10 -1 -13 -1 -16 -1 -17 0 -18 0 -19 0 -18 1 -16 1 -14 0 -11 0 -7 -1 -4 -3 0 -4 3 -6 6 -8 8 -10 10 -12 10 -15 0 0 10 -17 9 -17 8 -16 7 -14 5 -12 4 -10 3 -6 3 -3 3 0 4 4 5 7 6 9 6 12 7 13 7 13 8 13 8 12 8 11 6 9 5 7 3 5 1 3 -1 0 -3 -2 -5 -4 -6 -5 0 0 0 0 0 0 0 0 0 0,half room moving
2026-04-26 15:01:14.423,2,12749085426,-64,0 0 0 0 0 0 0 0 0 0 0 0 -5 5 -8 7 -13 8 -16 8 -19 8 -20 7 -22 7 -22 5 -22 5 -21 4 -19 2 -16 0 -13 -1 -9 -1 -5 -3 0 -4 4 -5 8 -6 12 -6 16 -7 18 -7 19 -7 19 -6 18 -5 16 -4 12 -3 0 0 4 0 -1 1 -5 2 -9 4 -13 5 -16 6 -18 8 -20 9 -20 11 -20 11 -18 12 -16 12 -13 12 -9 12 -5 11 -2 10 2 8 6 6 10 2 14 -1 18 -4 22 -7 26 -8 28 -8 30 -8 30 -6 0 0 0 0 0 0 0 0 0 0,half room moving
2026-04-26 15:01:14.423,1,12970300405,-69,0 0 8 5 11 6 13 5 13 6 13 5 14 3 13 1 14 -1 14 -3 15 -5 14 -6 14 -7 13 -8 12 -8 9 -8 7 -7 4 -9 1 -9 -1 -11 -4 -13 -5 -15 -5 -16 -5 -18 -4 -18 -3 -19 -2 -18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 -10 -2 -10 -1 -8 1 -6 3 -5 3 -3 2 0 1 3 -1 5 -4 7 -6 9 -8 11 -10 12 -12 13 -14 14 -18 14 -20 13 -20 11 -19 10 -18 8 -16 7 -14 5 -10 4 -6 4 -1 4 3 3,half room moving
2026-04-26 15:01:14.423,2,12749160197,-63,0 0 0 0 0 0 0 0 0 0 0 0 -1 -7 1 -9 3 -11 4 -11 6 -12 6 -12 7 -12 7 -12 7 -11 7 -10 6 -8 6 -6 5 -4 5 -2 5 1 5 4 5 6 5 8 5 10 5 12 5 13 5 13 4 13 4 11 3 10 1 7 0 0 -2 2 -5 0 -7 -2 -9 -4 -12 -6 -14 -6 -16 -6 -17 -6 -18 -5 -18 -4 -17 -3 -15 -1 -13 0 -10 1 -7 2 -3 2 0 2 4 1 7 0 10 -2 14 -4 17 -5 19 -6 20 -7 20 -6 20 -6 0 0 0 0 0 0 0 0 0 0,half room moving
2026-04-26 15:01:14.423,3,12159914138,-53,0 0 0 0 0 0 0 0 0 0 0 0 -5 -9 -5 -7 -4 -6 -3 -4 -2 -2 -1 1 1 4 2 7 3 9 5 12 6 14 7 15 8 15 8 15 8 14 7 13 6 11 4 8 2 5 -1 3 -4 1 -7 -1 -10 -3 -13 -4 -15 -5 -17 -4 0 0 -19 -3 -18 -2 -17 -2 -15 -1 -13 -1 -10 -1 -7 -2 -4 -3 -1 -4 2 -6 4 -8 6 -10 7 -11 8 -13 8 -13 7 -13 7 -13 6 -12 6 -11 4 -8 3 -6 2 -3 1 -1 0 2 -1 4 -2 6 0 0 0 0 0 0 0 0 0 0,half room moving
2026-04-26 15:01:14.423,2,12749281907,-64,0 0 0 0 0 0 0 0 0 0 0 0 -10 0 -10 -2 -10 -3 -10 -4 -9 -5 -8 -5 -6 -6 -4 -5 -3 -5 -1 -5 0 -4 2 -4 3 -3 4 -3 5 -3 6 -3 6 -3 7 -3 7 -3 7 -3 6 -2 5 -1 3 0 1 1 -1 3 -3 4 0 0 -6 7 -8 9 -9 11 -10 12 -10 13 -10 13 -9 13 -8 13 -6 12 -5 10 -3 7 -1 5 1 2 2 -1 3 -5 4 -8 4 -11 5 -15 4 -17 4 -19 4 -21 4 -22 5 -22 4 -21 5 -19 4 -17 0 0 0 0 0 0 0 0 0 0,half room moving
2026-04-26 15:01:14.423,4,12136517552,-51,0 0 0 0 0 0 0 0 0 0 0 0 8 -8 9 -8 10 -8 11 -7 10 -6 9 -6 8 -5 6 -4 3 -3 1 -2 -2 -1 -5 0 -8 1 -11 2 -14 4 -16 5 -17 6 -18 6 -18 7 -18 7 -16 7 -14 6 -12 6 -9 4 -7 2 -4 0 0 0 2 -5 5 -8 7 -10 8 -12 9 -14 10 -16 10 -17 9 -17 9 -17 8 -16 6 -15 5 -12 4 -10 3 -7 2 -3 1 0 0 3 -1 7 -1 9 -1 12 -2 14 -3 15 -3 16 -4 16 -5 16 -6 14 0 0 0 0 0 0 0 0 0 0,half room moving
2026-04-26 15:01:14.423,2,12749373448,-62,0 0 0 0 0 0 0 0 0 0 0 0 -11 -4 -11 -5 -10 -5 -9 -6 -7 -6 -6 -5 -4 -5 -2 -5 0 -5 2 -5 4 -5 5 -5 6 -6 7 -6 7 -6 7 -7 6 -7 5 -7 5 -6 4 -5 4 -4 4 -3 5 -1 6 0 8 1 9 1 0 0 12 1 13 0 14 -1 15 -2 14 -3 13 -4 12 -5 10 -5 9 -4 7 -3 5 -1 4 1 3 3 3 6 3 9 4 11 5 13 6 14 8 15 9 16 10 16 10 15 10 14 9 13 7 12 5 10 0 0 0 0 0 0 0 0 0 0,half room moving
2026-04-26 15:01:14.423,3,12160127389,-54,0 0 0 0 0 0 0 0 0 0 0 0 -3 -9 -3 -7 -1 -4 1 -2 3 1 6 3 9 4 11 5 15 6 17 6 20 5 21 3 21 1 21 0 20 -1 17 -2 15 -2 12 -1 9 1 6 3 4 6 3 9 3 12 3 14 4 17 6 17 0 0 9 18 9 16 10 15 10 13 9 12 7 10 6 9 4 9 3 9 1 10 0 11 -1 12 -1 12 -1 13 -1 13 -1 12 -1 12 -1 11 -2 9 -2 8 -4 7 -5 6 -7 4 -8 4 -10 3 -11 3 0 0 0 0 0 0 0 0 0 0,half room moving
