laptop_timestamp,sniffer_id,esp_timestamp_us,rssi,csi_array,label
2026-05-10 11:47:15.254,1,3876292403,-45,0 0 6 6 3 2 -1 -1 -4 -4 -7 -6 -11 -8 -14 -10 -16 -10 -19 -11 -20 -10 -20 -10 -20 -9 -19 -8 -17 -6 -15 -5 -12 -4 -8 -3 -4 -2 0 0 4 1 8 3 12 5 14 7 15 9 16 12 15 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8 -8 -9 -11 -9 -15 -8 -16 -8 -18 -7 -19 -6 -19 -5 -18 -5 -17 -4 -15 -3 -11 -2 -8 -1 -4 0 0 1 3 3 8 4 10 6 14 8 16 10 18 11 19 12 19 13 19 12 17 12 16 10 13,empty
2026-05-10 11:47:15.254,3,3724012397,-52,0 0 0 0 0 0 0 0 0 0 0 0 4 -5 6 -5 8 -6 10 -6 12 -7 12 -8 13 -9 13 -10 12 -11 11 -11 10 -10 9 -9 8 -7 8 -5 7 -2 8 1 9 4 11 7 12 8 14 10 16 10 18 10 19 9 19 8 19 7 17 5 0 0 13 4 10 4 7 5 5 6 3 8 3 10 3 13 3 14 5 15 6 16 8 15 9 14 10 13 10 11 10 9 8 8 7 6 4 6 2 6 0 7 -3 8 -5 9 -7 11 -8 12 -9 13 -10 13 0 0 0 0 0 0 0 0 0 0,empty
2026-05-10 11:47:15.254,4,127781955,-67,0 0 0 0 0 0 0 0 0 0 0 0 -3 -18 3 -15 8 -9 11 -2 12 5 11 11 8 17 6 20 3 23 1 24 -1 24 -3 23 -3 22 -3 20 -2 18 -1 15 2 11 3 9 5 6 6 3 7 0 7 -3 7 -6 7 -9 7 -11 6 -13 0 0 3 -15 1 -14 -1 -13 -4 -12 -7 -9 -10 -8 -13 -5 -15 -3 -17 -1 -18 1 -17 3 -17 4 -14 4 -11 6 -7 7 -2 8 3 9 8 11 14 14 16 16 18 19 19 21 19 22 19 21 17 21 16 19 0 0 0 0 0 0 0 0 0 0,empty
2026-05-10 11:47:15.254,3,3724083634,-52,0 0 0 0 0 0 0 0 0 0 0 0 -4 -4 -4 -6 -4 -9 -5 -11 -6 -12 -7 -14 -8 -14 -9 -15 -10 -14 -10 -14 -11 -13 -10 -12 -9 -11 -7 -10 -5 -10 -2 -10 1 -10 4 -11 6 -13 8 -15 8 -17 9 -18 8 -20 7 -21 6 -21 4 -20 0 0 2 -17 3 -14 3 -11 4 -9 6 -7 8 -6 10 -6 11 -7 13 -8 13 -9 13 -11 12 -12 11 -13 9 -14 8 -13 6 -12 5 -11 5 -9 5 -7 6 -5 7 -2 9 0 10 1 12 2 14 3 15 4 0 0 0 0 0 0 0 0 0 0,empty
2026-05-10 11:47:15.254,1,3876363646,-46,0 0 9 -8 5 -5 2 -2 0 1 -3 4 -6 7 -8 11 -8 13 -9 15 -9 18 -8 19 -7 19 -7 19 -6 18 -5 16 -4 13 -3 11 -2 7 -2 3 -1 -2 0 -6 2 -9 3 -12 5 -15 8 -16 10 -17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -7 4 -10 4 -14 4 -16 3 -18 3 -19 2 -20 2 -19 1 -18 1 -17 0 -14 0 -11 0 -8 0 -4 -1 0 -2 3 -3 7 -3 11 -5 14 -7 17 -9 18 -10 19 -11 19 -12 19 -12 17 -12 15 -12,empty
2026-05-10 11:47:15.254,4,127853192,-68,0 0 0 0 0 0 0 0 0 0 0 0 13 12 7 14 0 13 -5 10 -10 6 -13 2 -16 -2 -17 -7 -18 -10 -18 -13 -17 -14 -17 -15 -15 -14 -14 -13 -14 -12 -13 -10 -12 -8 -10 -6 -8 -3 -6 -2 -4 1 -1 2 2 4 5 5 7 6 10 7 0 0 12 6 13 4 13 2 12 0 12 -3 10 -5 9 -9 8 -11 6 -12 5 -13 2 -14 0 -13 -2 -11 -4 -9 -6 -5 -8 -1 -11 3 -14 7 -18 9 -20 13 -21 14 -23 14 -23 13 -22 12 -20 11 -18 10 0 0 0 0 0 0 0 0 0 0,empty
2026-05-10 11:47:15.254,3,3724140271,-52,0 0 0 0 0 0 0 0 0 0 0 0 -3 3 -5 4 -7 4 -9 5 -10 6 -12 7 -13 8 -13 9 -12 11 -12 11 -11 11 -10 10 -9 9 -9 7 -8 5 -9 2 -10 0 -11 -3 -13 -5 -15 -6 -17 -6 -19 -6 -20 -5 -21 -4 -21 -3 -20 -2 0 0 -15 -1 -13 -1 -11 -2 -9 -4 -8 -6 -8 -7 -8 -9 -9 -11 -10 -11 -12 -12 -13 -11 -14 -10 -14 -8 -14 -7 -14 -5 -13 -4 -11 -3 -9 -4 -7 -4 -5 -6 -4 -8 -2 -10 -1 -12 -1 -13 -1 -15 0 -16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 5 18 7 23 7 25 6 22 3 17 0 10 3 5 8 0 16 1 24 6 29 11 29 15 25 13 20 6 14 -3 15 -11 19 -17 27 -16 34 -11 36 -7 34 -5 27 -8 18 -17 12 -25 12 -32 17 -32 23 -28 26 0 0 -18 19 -16 10 -20 2 -27 -1 -34 1 -36 6 -31 11 -25 11 -19 8 -16 2 -18 -5 -24 -9 -29 -8 -31 -3 -29 1 -24 5 -18 2 -14 -5 -13 -13 -17 -19 -22 -21 -26 -18 -26 -14 -22 -9 -14 -10 -4 -12 3 -16 6 -23 0 0 0 0 0 0,empty
2026-05-10 11:47:15.254,1,3876567399,-46,0 0 6 -7 3 -5 1 -2 -1 1 -3 3 -5 6 -6 9 -6 11 -7 13 -6 14 -5 15 -5 15 -4 15 -4 14 -3 12 -2 10 -2 7 -2 4 -1 1 -1 -2 0 -6 1 -8 2 -11 4 -12 6 -13 8 -14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -4 4 -7 4 -10 5 -12 5 -13 4 -15 4 -15 4 -15 3 -14 3 -13 2 -11 2 -9 1 -6 1 -4 0 0 -1 2 -2 5 -4 8 -5 10 -7 12 -8 13 -9 14 -11 14 -11 13 -11 12 -11 11 -10,empty
2026-05-10 11:47:15.254,4,128056955,-68,0 0 0 0 0 0 0 0 0 0 0 0 7 -17 10 -12 12 -5 10 1 8 6 5 10 2 14 -3 15 -5 17 -7 18 -9 18 -10 17 -10 16 -10 16 -9 15 -8 12 -6 11 -4 10 -3 7 -1 5 1 2 2 -1 3 -4 4 -6 5 -9 4 -12 0 0 4 -14 3 -14 1 -13 -2 -12 -4 -10 -6 -9 -9 -7 -11 -6 -12 -4 -13 -1 -13 0 -12 2 -10 4 -8 5 -4 7 0 8 4 9 8 11 12 13 14 14 14 17 15 17 15 17 14 16 14 14 12 12 0 0 0 0 0 0 0 0 0 0,empty
2026-05-10 11:47:15.254,3,3724287394,-52,0 0 0 0 0 0 0 0 0 0 0 0 -2 -5 -1 -7 0 -9 1 -10 1 -12 1 -14 1 -15 0 -16 -1 -17 -2 -16 -2 -16 -2 -15 -2 -13 -1 -11 1 -10 3 -9 6 -7 8 -7 11 -7 13 -8 15 -9 16 -11 16 -12 16 -13 15 -14 13 -14 0 0 10 -12 8 -10 7 -7 8 -5 8 -3 9 -1 11 0 12 0 14 0 15 -1 16 -2 15 -4 15 -5 13 -6 12 -7 10 -7 9 -6 8 -4 6 -2 6 0 6 2 7 4 8 6 9 8 10 9 10 10 0 0 0 0 0 0 0 0 0 0,empty
